Date,Longitude,Latitude,Model,Scenario,Variable,Value
2019-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.61980200977996E-5
2019-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.0204714827705175E-5
2019-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.072389416862279E-5
2020-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.35687101748772E-5
2020-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.576296098297462E-5
2020-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.537137647275813E-5
2020-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.304752317490056E-5
2020-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.3732911358820274E-5
2020-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.3801899513055105E-5
2020-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.894736659683986E-6
2020-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.458436812157743E-6
2020-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.6556819900870323E-5
2020-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.222482337150723E-5
2020-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.640923675149679E-5
2020-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.296267722267658E-5
2021-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.497027789009735E-5
2021-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.809603706235066E-5
2021-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.312988676247187E-5
2021-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.016175287484657E-5
2021-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.9993896785308607E-5
2021-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.619475006009452E-5
2021-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.953679308528081E-6
2021-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,8.269743375421967E-6
2021-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.4748015928489622E-5
2021-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.728004958247766E-5
2021-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.751648495788686E-5
2021-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.710641173413023E-5
2022-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.673388270428404E-5
2022-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.560529825743288E-5
2022-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.507277481025085E-5
2022-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.291098983027041E-5
2022-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.0733610654133372E-5
2022-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.4502314115816262E-5
2022-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.925031589664286E-6
2022-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.070726274425397E-6
2022-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.8918874047813006E-5
2022-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.9702332540182397E-5
2022-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.35369578958489E-5
2022-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.05563070368953E-5
2023-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.768588355043903E-5
2023-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.6860568545525894E-5
2023-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.343598266132176E-5
2023-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.750325802480802E-5
2023-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.3556556698167697E-5
2023-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.513299866928719E-5
2023-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.85010389436502E-6
2023-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.0048761396319605E-5
2023-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.8451381038175896E-5
2023-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.2642576115904376E-5
2023-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.163026020862162E-5
2023-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.995258056325838E-5
2024-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.620705269393511E-5
2024-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.105153832118958E-5
2024-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.343955879448913E-5
2024-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.8669221137533896E-5
2024-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.2293588699540123E-5
2024-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.5256734513968695E-5
2024-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.6594850573455915E-6
2024-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.235932116600452E-6
2024-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.793912633729633E-5
2024-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.701965033542365E-5
2024-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.545350333908573E-5
2024-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.913071021903306E-5
2025-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.296364543028176E-5
2025-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.672690556617454E-5
2025-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.780398012371734E-5
2025-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.060770177398808E-5
2025-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.2225873181014322E-5
2025-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.228803739650175E-5
2025-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.149178039369872E-6
2025-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.6759346332692076E-6
2025-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.8763750631478615E-5
2025-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.534207644406706E-5
2025-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.186572863953188E-5
2025-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.813654519850388E-5
2026-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.805696127936244E-5
2026-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.927190821035765E-5
2026-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.999936961918138E-5
2026-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.9881017326260917E-5
2026-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.0908732039970346E-5
2026-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.4622940398112405E-5
2026-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.847152013098821E-6
2026-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.251748684211634E-6
2026-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.8223890947410837E-5
2026-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.387959077372216E-5
2026-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.142046913737431E-5
2026-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.631157157244161E-5
2027-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.7589692005421966E-5
2027-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.2753585148602724E-5
2027-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.555533450911753E-5
2027-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.932155257440172E-5
2027-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.3028771465760656E-5
2027-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.4643496797361877E-5
2027-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.2470095447934E-6
2027-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.459077096427791E-6
2027-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.585424797667656E-5
2027-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.773911521420814E-5
2027-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.96847094129771E-5
2027-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.1285932790488E-5
2028-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.566452793776989E-5
2028-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.368745430838317E-5
2028-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.63702563138213E-5
2028-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.0322962629725225E-5
2028-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.108997432515025E-5
2028-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.6929277990129776E-5
2028-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.711018391390098E-6
2028-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.0422375453345012E-5
2028-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.879303999885451E-5
2028-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.340252806083299E-5
2028-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.812236097175628E-5
2028-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.182639092206955E-5
2029-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.880655564600602E-5
2029-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.703719969256781E-5
2029-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.669784539146349E-5
2029-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.070809179916978E-5
2029-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.1342650143196806E-5
2029-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.2817768947570585E-5
2029-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.637607617041795E-6
2029-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,8.29025429993635E-6
2029-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.2429623893694952E-5
2029-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.729394666152075E-5
2029-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.087658741511405E-5
2029-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.441279401769862E-5
2030-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.970477650407702E-5
2030-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.384379983297549E-5
2030-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.278741107555106E-5
2030-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.245025436626747E-5
2030-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.146929909940809E-5
2030-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.4756245946045965E-5
2030-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.693429218605161E-6
2030-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.772505457774969E-6
2030-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.6508682165294886E-5
2030-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.275107519584708E-5
2030-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.277951226569712E-5
2030-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.738892989233136E-5
2031-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.354415720328689E-5
2031-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.259608224150725E-5
2031-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.985419243690558E-5
2031-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.041180389118381E-5
2031-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.134494570782408E-5
2031-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.4367806215886958E-5
2031-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.4559026213828474E-6
2031-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.440364242938813E-6
2031-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.8577498849481344E-5
2031-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.00043572881259E-5
2031-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.849120109109208E-5
2031-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.838181434432045E-5
2032-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.723837188677862E-5
2032-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.859772525378503E-5
2032-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.490418723435141E-5
2032-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.886878610297572E-5
2032-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.5957246180041693E-5
2032-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.5113883819140028E-5
2032-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.03639876114903E-6
2032-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.9317661655077245E-6
2032-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.9603423424996436E-5
2032-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.7239482733421028E-5
2032-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.417535041691735E-5
2032-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.458066491177306E-5
2033-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.072140579111874E-5
2033-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.3535244913073257E-5
2033-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.438815813045949E-5
2033-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.228595232940279E-5
2033-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.4035925889620557E-5
2033-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.588229315530043E-5
2033-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.339690233086003E-6
2033-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.681352831743425E-6
2033-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.7119913536589593E-5
2033-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.7542056816164404E-5
2033-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.881698209326714E-5
2033-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.35071298549883E-5
2034-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.759012805763632E-5
2034-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.4440148485591635E-5
2034-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.8242960727075115E-5
2034-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.7493790184962563E-5
2034-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.9816792701021768E-5
2034-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.4132147043710575E-5
2034-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.880693722952856E-6
2034-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.799043487466406E-6
2034-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.4938454114599153E-5
2034-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.915634286182467E-5
2034-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.545660289702937E-5
2034-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.51937332097441E-5
2035-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.956821744097397E-5
2035-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.245523789199069E-5
2035-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.7398727474501356E-5
2035-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.2251518859993666E-5
2035-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.3111922928364947E-5
2035-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.6401909306296147E-5
2035-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.627266662282636E-6
2035-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.279090368683683E-6
2035-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.6339763533324003E-5
2035-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.2134346838574857E-5
2035-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.105802458478138E-5
2035-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.702127575408667E-5
2036-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.346840720856562E-5
2036-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.648524190997705E-5
2036-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.658252510125749E-5
2036-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.0417695597861893E-5
2036-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.3595312086399645E-5
2036-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.4476891010417603E-5
2036-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.7012355278420728E-6
2036-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.144315309735248E-6
2036-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.4513199857901782E-5
2036-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.0490567951346748E-5
2036-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.4498443205375224E-5
2036-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.489233783213422E-5
2037-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.990418139845133E-5
2037-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.459388946997933E-5
2037-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.31619118899107E-5
2037-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.957577453344129E-5
2037-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.4079497961793095E-5
2037-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.58009679580573E-5
2037-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.5070705709804315E-6
2037-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,9.942055839928798E-6
2037-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.8249671484227292E-5
2037-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.193235145066865E-5
2037-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.334226782200858E-5
2037-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.494313129223883E-5
2038-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.277216016314924E-5
2038-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.758649447467178E-5
2038-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.4602955313166603E-5
2038-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.7167399821337312E-5
2038-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.270714503538329E-5
2038-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.3765974472335074E-5
2038-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.5620441849459894E-6
2038-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,8.674069249536842E-6
2038-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.670562051003799E-5
2038-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.563633799785748E-5
2038-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.392601401079446E-5
2038-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.252320210682228E-5
2039-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.462171197403222E-5
2039-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.5829263146733865E-5
2039-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.0462320612277836E-5
2039-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.7826552468468435E-5
2039-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.173915163439233E-5
2039-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.5204703231574968E-5
2039-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.1421097850834485E-6
2039-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.416550943162292E-6
2039-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.9290693671791814E-5
2039-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.628284684964456E-5
2039-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.615262827835977E-5
2039-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.958066660445184E-5
2040-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.319635187741369E-5
2040-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.638206519302912E-5
2040-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.198646613280289E-5
2040-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.199091224814765E-5
2040-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.208887781307567E-5
2040-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.5156556401052512E-5
2040-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.438229668972781E-6
2040-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.329795269266469E-6
2040-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.7140137060778216E-5
2040-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.590428605093621E-5
2040-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.031425775494426E-5
2040-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.194339221110567E-5
2041-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.87440115143545E-5
2041-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.689269553637132E-5
2041-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.287485353415832E-5
2041-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.1888721423456445E-5
2041-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.5339919375255704E-5
2041-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.3474161278281827E-5
2041-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.922486823488725E-6
2041-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.8981177062378265E-6
2041-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.6640016838209704E-5
2041-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.951753387809731E-5
2041-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.784592551412061E-5
2041-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.102866948116571E-5
2042-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.960199243621901E-5
2042-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.413712278823368E-5
2042-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.698852717410773E-5
2042-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.0036113457754254E-5
2042-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.9478262402117252E-5
2042-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.4433604519581422E-5
2042-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.6044278860790655E-6
2042-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.126518994482467E-6
2042-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.7968624888453633E-5
2042-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.4130836866097525E-5
2042-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.617855979129672E-5
2042-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.880199362058192E-5
2043-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.036633567418903E-5
2043-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.804090713150799E-5
2043-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.150708991801366E-5
2043-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.0015207812539302E-5
2043-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.1512809325940907E-5
2043-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.415363931300817E-5
2043-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.155145234108204E-6
2043-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.50558195047779E-6
2043-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.5232879377435893E-5
2043-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.674115941976197E-5
2043-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.449770105769858E-5
2043-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.226632831385359E-5
2044-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.9422887716209516E-5
2044-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.899287523585372E-5
2044-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.331205855123699E-5
2044-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.850652344932314E-5
2044-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.2650732717011124E-5
2044-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.5102938050404191E-5
2044-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.7644701882964E-6
2044-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,8.968554539023899E-6
2044-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.5893041563685983E-5
2044-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.3995827834587544E-5
2044-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.189193663885817E-5
2044-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.42470656405203E-5
2045-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.430123903555796E-5
2045-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.231605246081017E-5
2045-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.467758844839409E-5
2045-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.125262082903646E-5
2045-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.214200321759563E-5
2045-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.6579726434429176E-5
2045-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.084776148578385E-6
2045-08-01,-122.6792,45.5208,ens-avg,rcp45,pr,7.429740890074754E-6
2045-09-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.814587267290335E-5
2045-10-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.5899560316465795E-5
2045-11-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.016103725414723E-5
2045-12-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.9634617830161E-5
2046-01-01,-122.6792,45.5208,ens-avg,rcp45,pr,6.967227818677202E-5
2046-02-01,-122.6792,45.5208,ens-avg,rcp45,pr,5.171322845853865E-5
2046-03-01,-122.6792,45.5208,ens-avg,rcp45,pr,4.980006269761361E-5
2046-04-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.3545526093803346E-5
2046-05-01,-122.6792,45.5208,ens-avg,rcp45,pr,2.2314879970508628E-5
2046-06-01,-122.6792,45.5208,ens-avg,rcp45,pr,1.4130424460745417E-5
2046-07-01,-122.6792,45.5208,ens-avg,rcp45,pr,3.1878896606940543E-6
